id,recipient,amount_transacted,avg_upi_txn_amount,negative,positive,UPI_score
200,trends,1270.2,1433.83,0.1,0.9,605.04
200,samsung,0.53,1433.83,0.1,0.9,605.04
200,amazon,1779.26,1433.83,0.1,0.9,605.04
200,ajio,2500.14,1433.83,0.1,0.9,605.04
201,puma,156.11,1328.47,0.1,0.9,590.15
201,samsung,734.34,1328.47,0.1,0.9,590.15
201,amazon,5991.3,1328.47,0.1,0.9,590.15
201,trends,140.79,1328.47,0.1,0.9,590.15
201,ajio,1290.83,1328.47,0.1,0.9,590.15
201,samsung,541.3,1328.47,0.1,0.9,590.15
201,adidas,198.08,1328.47,0.1,0.9,590.15
201,trends,2587.96,1328.47,0.1,0.9,590.15
201,trends,84.84,1328.47,0.1,0.9,590.15
201,ajio,1559.15,1328.47,0.1,0.9,590.15
202,samsung,555.58,1976.04,0.2,0.8,644.99
202,amazon,1967.04,1976.04,0.2,0.8,644.99
202,trends,729.35,1976.04,0.2,0.8,644.99
202,samsung,1579.6,1976.04,0.2,0.8,644.99
202,ajio,4285.05,1976.04,0.2,0.8,644.99
202,ajio,816.29,1976.04,0.2,0.8,644.99
202,amazon,6318.98,1976.04,0.2,0.8,644.99
202,puma,943.07,1976.04,0.2,0.8,644.99
202,samsung,993.81,1976.04,0.2,0.8,644.99
202,trends,1571.63,1976.04,0.2,0.8,644.99
203,puma,1161.01,1206.71,0.1,0.9,536.27
203,adidas,2266.22,1206.71,0.1,0.9,536.27
203,trends,822.01,1206.71,0.1,0.9,536.27
203,trends,2343.62,1206.71,0.1,0.9,536.27
203,puma,2220.32,1206.71,0.1,0.9,536.27
203,trends,98.88,1206.71,0.1,0.9,536.27
203,amazon,226.17,1206.71,0.1,0.9,536.27
203,puma,386.73,1206.71,0.1,0.9,536.27
203,samsung,306.53,1206.71,0.1,0.9,536.27
203,samsung,2235.61,1206.71,0.1,0.9,536.27
204,samsung,1213.42,850.07,0.2,0.8,485.88
204,amazon,246.27,850.07,0.2,0.8,485.88
204,samsung,359.41,850.07,0.2,0.8,485.88
204,adidas,699.53,850.07,0.2,0.8,485.88
204,samsung,154.49,850.07,0.2,0.8,485.88
204,samsung,1638.35,850.07,0.2,0.8,485.88
204,samsung,1608.28,850.07,0.2,0.8,485.88
204,amazon,445.68,850.07,0.2,0.8,485.88
204,ajio,1551.79,850.07,0.2,0.8,485.88
204,puma,583.48,850.07,0.2,0.8,485.88
205,amazon,239.21,365.62,0.4,0.6,417.42
205,amazon,780.93,365.62,0.4,0.6,417.42
205,ajio,203.95,365.62,0.4,0.6,417.42
205,trends,528.57,365.62,0.4,0.6,417.42
205,puma,224.6,365.62,0.4,0.6,417.42
205,samsung,137.19,365.62,0.4,0.6,417.42
205,amazon,530.56,365.62,0.4,0.6,417.42
205,amazon,822.0,365.62,0.4,0.6,417.42
205,ajio,175.29,365.62,0.4,0.6,417.42
205,samsung,13.89,365.62,0.4,0.6,417.42
206,amazon,337.25,1097.89,0.4,0.6,484.23
206,amazon,810.73,1097.89,0.4,0.6,484.23
206,ajio,233.86,1097.89,0.4,0.6,484.23
206,adidas,2870.24,1097.89,0.4,0.6,484.23
206,amazon,2546.5,1097.89,0.4,0.6,484.23
206,trends,1673.05,1097.89,0.4,0.6,484.23
206,trends,52.53,1097.89,0.4,0.6,484.23
206,ajio,2094.75,1097.89,0.4,0.6,484.23
206,adidas,166.94,1097.89,0.4,0.6,484.23
206,amazon,193.03,1097.89,0.4,0.6,484.23
207,amazon,218.16,1486.87,0.1,0.9,575.86
207,trends,74.81,1486.87,0.1,0.9,575.86
207,ajio,113.6,1486.87,0.1,0.9,575.86
207,trends,3014.17,1486.87,0.1,0.9,575.86
207,trends,939.58,1486.87,0.1,0.9,575.86
207,ajio,1751.11,1486.87,0.1,0.9,575.86
207,ajio,1202.92,1486.87,0.1,0.9,575.86
207,samsung,4007.57,1486.87,0.1,0.9,575.86
207,puma,326.37,1486.87,0.1,0.9,575.86
207,trends,3220.41,1486.87,0.1,0.9,575.86
208,samsung,241.79,1174.88,0.1,0.9,568.44
208,samsung,888.5,1174.88,0.1,0.9,568.44
208,ajio,1433.77,1174.88,0.1,0.9,568.44
208,trends,435.88,1174.88,0.1,0.9,568.44
208,samsung,2719.99,1174.88,0.1,0.9,568.44
208,puma,588.76,1174.88,0.1,0.9,568.44
208,adidas,2083.17,1174.88,0.1,0.9,568.44
208,trends,525.26,1174.88,0.1,0.9,568.44
208,trends,1395.59,1174.88,0.1,0.9,568.44
208,amazon,1436.09,1174.88,0.1,0.9,568.44
209,ajio,395.62,1667.99,0.0,1.0,601.46
209,trends,322.93,1667.99,0.0,1.0,601.46
209,puma,990.78,1667.99,0.0,1.0,601.46
209,samsung,1880.08,1667.99,0.0,1.0,601.46
209,trends,3656.02,1667.99,0.0,1.0,601.46
209,ajio,1499.52,1667.99,0.0,1.0,601.46
209,trends,5635.56,1667.99,0.0,1.0,601.46
209,trends,1179.21,1667.99,0.0,1.0,601.46
209,adidas,969.23,1667.99,0.0,1.0,601.46
209,puma,150.96,1667.99,0.0,1.0,601.46
210,trends,542.77,271.62,0.3,0.7,404.14
210,puma,31.44,271.62,0.3,0.7,404.14
210,samsung,395.84,271.62,0.3,0.7,404.14
210,puma,35.29,271.62,0.3,0.7,404.14
210,ajio,3.26,271.62,0.3,0.7,404.14
210,trends,135.13,271.62,0.3,0.7,404.14
210,amazon,265.41,271.62,0.3,0.7,404.14
210,puma,680.58,271.62,0.3,0.7,404.14
210,amazon,418.11,271.62,0.3,0.7,404.14
210,amazon,208.36,271.62,0.3,0.7,404.14
211,adidas,34.36,270.06,0.0,1.0,367.25
211,samsung,261.82,270.06,0.0,1.0,367.25
211,samsung,285.77,270.06,0.0,1.0,367.25
211,samsung,337.21,270.06,0.0,1.0,367.25
211,samsung,79.15,270.06,0.0,1.0,367.25
211,samsung,54.32,270.06,0.0,1.0,367.25
211,adidas,387.33,270.06,0.0,1.0,367.25
211,trends,94.56,270.06,0.0,1.0,367.25
211,puma,644.14,270.06,0.0,1.0,367.25
211,puma,521.94,270.06,0.0,1.0,367.25
212,adidas,155.92,1934.36,0.3,0.7,675.77
212,trends,103.04,1934.36,0.3,0.7,675.77
212,ajio,432.02,1934.36,0.3,0.7,675.77
212,ajio,3834.8,1934.36,0.3,0.7,675.77
212,trends,2743.3,1934.36,0.3,0.7,675.77
212,samsung,46.23,1934.36,0.3,0.7,675.77
212,puma,1181.49,1934.36,0.3,0.7,675.77
212,amazon,5113.08,1934.36,0.3,0.7,675.77
212,amazon,785.52,1934.36,0.3,0.7,675.77
212,amazon,4948.19,1934.36,0.3,0.7,675.77
213,adidas,709.1,926.42,0.3,0.7,460.0
213,amazon,301.52,926.42,0.3,0.7,460.0
213,amazon,495.6,926.42,0.3,0.7,460.0
213,ajio,496.94,926.42,0.3,0.7,460.0
213,adidas,583.19,926.42,0.3,0.7,460.0
213,samsung,2141.77,926.42,0.3,0.7,460.0
213,samsung,1015.74,926.42,0.3,0.7,460.0
213,amazon,2894.57,926.42,0.3,0.7,460.0
213,ajio,324.25,926.42,0.3,0.7,460.0
213,samsung,301.53,926.42,0.3,0.7,460.0
214,trends,2575.52,1535.54,0.3,0.7,582.74
214,puma,1957.32,1535.54,0.3,0.7,582.74
214,puma,1649.35,1535.54,0.3,0.7,582.74
214,trends,1353.44,1535.54,0.3,0.7,582.74
214,samsung,24.36,1535.54,0.3,0.7,582.74
214,amazon,1359.14,1535.54,0.3,0.7,582.74
214,amazon,1663.95,1535.54,0.3,0.7,582.74
214,amazon,735.84,1535.54,0.3,0.7,582.74
214,trends,3449.18,1535.54,0.3,0.7,582.74
214,adidas,587.31,1535.54,0.3,0.7,582.74
215,amazon,350.08,1999.71,0.4,0.6,648.33
215,amazon,5609.18,1999.71,0.4,0.6,648.33
215,amazon,1978.6,1999.71,0.4,0.6,648.33
215,adidas,1382.16,1999.71,0.4,0.6,648.33
215,samsung,3933.46,1999.71,0.4,0.6,648.33
215,ajio,336.55,1999.71,0.4,0.6,648.33
215,adidas,441.92,1999.71,0.4,0.6,648.33
215,ajio,1355.51,1999.71,0.4,0.6,648.33
215,trends,3253.75,1999.71,0.4,0.6,648.33
215,amazon,1355.89,1999.71,0.4,0.6,648.33
216,ajio,866.18,973.98,0.0,1.0,466.72
216,samsung,812.42,973.98,0.0,1.0,466.72
216,adidas,92.38,973.98,0.0,1.0,466.72
216,samsung,447.71,973.98,0.0,1.0,466.72
216,ajio,1169.32,973.98,0.0,1.0,466.72
216,trends,957.76,973.98,0.0,1.0,466.72
216,samsung,1761.09,973.98,0.0,1.0,466.72
216,trends,99.75,973.98,0.0,1.0,466.72
216,adidas,38.39,973.98,0.0,1.0,466.72
216,trends,3494.79,973.98,0.0,1.0,466.72
217,adidas,56.83,1088.45,0.2,0.8,556.23
217,amazon,1092.28,1088.45,0.2,0.8,556.23
217,ajio,416.08,1088.45,0.2,0.8,556.23
217,trends,2955.35,1088.45,0.2,0.8,556.23
217,amazon,859.64,1088.45,0.2,0.8,556.23
217,samsung,1926.07,1088.45,0.2,0.8,556.23
217,samsung,72.56,1088.45,0.2,0.8,556.23
217,puma,1015.03,1088.45,0.2,0.8,556.23
217,samsung,1881.93,1088.45,0.2,0.8,556.23
217,adidas,608.74,1088.45,0.2,0.8,556.23
218,trends,757.96,1255.41,0.3,0.7,543.16
218,amazon,2127.47,1255.41,0.3,0.7,543.16
218,trends,1890.57,1255.41,0.3,0.7,543.16
218,trends,1862.76,1255.41,0.3,0.7,543.16
218,ajio,281.28,1255.41,0.3,0.7,543.16
218,puma,1092.96,1255.41,0.3,0.7,543.16
218,trends,639.49,1255.41,0.3,0.7,543.16
218,samsung,2103.15,1255.41,0.3,0.7,543.16
218,amazon,749.61,1255.41,0.3,0.7,543.16
218,amazon,1048.84,1255.41,0.3,0.7,543.16
219,samsung,774.45,522.94,0.1,0.9,439.65
219,samsung,736.41,522.94,0.1,0.9,439.65
219,trends,568.67,522.94,0.1,0.9,439.65
219,ajio,434.42,522.94,0.1,0.9,439.65
219,trends,395.84,522.94,0.1,0.9,439.65
219,trends,286.76,522.94,0.1,0.9,439.65
219,samsung,1023.78,522.94,0.1,0.9,439.65
219,samsung,773.62,522.94,0.1,0.9,439.65
219,amazon,30.19,522.94,0.1,0.9,439.65
219,adidas,205.27,522.94,0.1,0.9,439.65
220,trends,146.02,771.5,0.2,0.8,438.11
220,adidas,615.04,771.5,0.2,0.8,438.11
220,ajio,1440.46,771.5,0.2,0.8,438.11
220,amazon,192.63,771.5,0.2,0.8,438.11
220,trends,391.25,771.5,0.2,0.8,438.11
220,ajio,739.21,771.5,0.2,0.8,438.11
220,adidas,961.32,771.5,0.2,0.8,438.11
220,adidas,132.65,771.5,0.2,0.8,438.11
220,adidas,2750.99,771.5,0.2,0.8,438.11
220,amazon,345.42,771.5,0.2,0.8,438.11
221,adidas,472.25,1222.24,0.0,1.0,501.8
221,puma,3107.96,1222.24,0.0,1.0,501.8
221,ajio,1153.03,1222.24,0.0,1.0,501.8
221,adidas,2486.49,1222.24,0.0,1.0,501.8
221,trends,617.63,1222.24,0.0,1.0,501.8
221,adidas,73.03,1222.24,0.0,1.0,501.8
221,ajio,500.5,1222.24,0.0,1.0,501.8
221,trends,2840.67,1222.24,0.0,1.0,501.8
221,ajio,232.39,1222.24,0.0,1.0,501.8
221,puma,738.44,1222.24,0.0,1.0,501.8
222,samsung,1705.76,1602.7,0.1,0.9,628.9
222,samsung,3564.66,1602.7,0.1,0.9,628.9
222,trends,5761.1,1602.7,0.1,0.9,628.9
222,ajio,1378.7,1602.7,0.1,0.9,628.9
222,amazon,644.62,1602.7,0.1,0.9,628.9
222,trends,636.18,1602.7,0.1,0.9,628.9
222,adidas,381.64,1602.7,0.1,0.9,628.9
222,puma,349.29,1602.7,0.1,0.9,628.9
222,ajio,258.72,1602.7,0.1,0.9,628.9
222,trends,1346.32,1602.7,0.1,0.9,628.9
223,amazon,1907.44,1664.84,0.3,0.7,637.68
223,samsung,776.4,1664.84,0.3,0.7,637.68
223,ajio,7956.75,1664.84,0.3,0.7,637.68
223,samsung,874.68,1664.84,0.3,0.7,637.68
223,adidas,643.55,1664.84,0.3,0.7,637.68
223,trends,4.24,1664.84,0.3,0.7,637.68
223,amazon,137.27,1664.84,0.3,0.7,637.68
223,amazon,1137.12,1664.84,0.3,0.7,637.68
223,puma,1474.65,1664.84,0.3,0.7,637.68
223,trends,1736.29,1664.84,0.3,0.7,637.68
224,amazon,35.67,133.51,0.4,0.6,311.29
224,amazon,541.37,133.51,0.4,0.6,311.29
224,puma,170.04,133.51,0.4,0.6,311.29
224,puma,37.19,133.51,0.4,0.6,311.29
224,trends,22.71,133.51,0.4,0.6,311.29
224,puma,117.67,133.51,0.4,0.6,311.29
224,puma,31.64,133.51,0.4,0.6,311.29
224,amazon,46.14,133.51,0.4,0.6,311.29
224,amazon,197.32,133.51,0.4,0.6,311.29
224,puma,135.34,133.51,0.4,0.6,311.29
225,adidas,504.84,213.24,0.0,1.0,395.89
225,trends,168.13,213.24,0.0,1.0,395.89
225,ajio,11.16,213.24,0.0,1.0,395.89
225,puma,120.18,213.24,0.0,1.0,395.89
225,samsung,315.88,213.24,0.0,1.0,395.89
225,ajio,375.66,213.24,0.0,1.0,395.89
225,puma,20.76,213.24,0.0,1.0,395.89
225,samsung,355.84,213.24,0.0,1.0,395.89
225,ajio,157.25,213.24,0.0,1.0,395.89
225,ajio,102.69,213.24,0.0,1.0,395.89
226,puma,199.15,1093.37,0.0,1.0,520.26
226,samsung,527.95,1093.37,0.0,1.0,520.26
226,samsung,147.55,1093.37,0.0,1.0,520.26
226,trends,1137.52,1093.37,0.0,1.0,520.26
226,adidas,5482.41,1093.37,0.0,1.0,520.26
226,samsung,146.02,1093.37,0.0,1.0,520.26
226,ajio,910.66,1093.37,0.0,1.0,520.26
226,puma,515.77,1093.37,0.0,1.0,520.26
226,ajio,291.07,1093.37,0.0,1.0,520.26
226,puma,1575.61,1093.37,0.0,1.0,520.26
227,trends,855.35,1313.98,0.2,0.8,588.1
227,amazon,294.9,1313.98,0.2,0.8,588.1
227,amazon,3176.56,1313.98,0.2,0.8,588.1
227,samsung,533.8,1313.98,0.2,0.8,588.1
227,ajio,116.87,1313.98,0.2,0.8,588.1
227,samsung,608.15,1313.98,0.2,0.8,588.1
227,adidas,2702.17,1313.98,0.2,0.8,588.1
227,adidas,1744.06,1313.98,0.2,0.8,588.1
227,puma,2471.36,1313.98,0.2,0.8,588.1
227,trends,636.58,1313.98,0.2,0.8,588.1
228,puma,4.14,229.79,0.3,0.7,361.56
228,puma,178.1,229.79,0.3,0.7,361.56
228,amazon,576.1,229.79,0.3,0.7,361.56
228,amazon,388.57,229.79,0.3,0.7,361.56
228,ajio,299.7,229.79,0.3,0.7,361.56
228,trends,465.54,229.79,0.3,0.7,361.56
228,puma,18.59,229.79,0.3,0.7,361.56
228,trends,185.83,229.79,0.3,0.7,361.56
228,amazon,169.45,229.79,0.3,0.7,361.56
228,trends,11.89,229.79,0.3,0.7,361.56
229,amazon,285.24,1338.98,0.1,0.9,518.3
229,ajio,257.55,1338.98,0.1,0.9,518.3
229,puma,4844.64,1338.98,0.1,0.9,518.3
229,ajio,3463.71,1338.98,0.1,0.9,518.3
229,adidas,140.03,1338.98,0.1,0.9,518.3
229,puma,1706.51,1338.98,0.1,0.9,518.3
229,ajio,63.74,1338.98,0.1,0.9,518.3
229,ajio,625.77,1338.98,0.1,0.9,518.3
229,adidas,1381.98,1338.98,0.1,0.9,518.3
229,puma,620.63,1338.98,0.1,0.9,518.3
230,adidas,64.83,424.7,0.2,0.8,425.77
230,amazon,28.44,424.7,0.2,0.8,425.77
230,samsung,17.72,424.7,0.2,0.8,425.77
230,puma,493.11,424.7,0.2,0.8,425.77
230,puma,13.85,424.7,0.2,0.8,425.77
230,trends,810.85,424.7,0.2,0.8,425.77
230,amazon,626.67,424.7,0.2,0.8,425.77
230,adidas,1128.14,424.7,0.2,0.8,425.77
230,adidas,665.84,424.7,0.2,0.8,425.77
230,trends,397.55,424.7,0.2,0.8,425.77
231,ajio,421.66,458.6,0.2,0.8,430.56
231,amazon,142.61,458.6,0.2,0.8,430.56
231,trends,1917.62,458.6,0.2,0.8,430.56
231,puma,1320.82,458.6,0.2,0.8,430.56
231,amazon,12.58,458.6,0.2,0.8,430.56
231,ajio,55.83,458.6,0.2,0.8,430.56
231,ajio,308.77,458.6,0.2,0.8,430.56
231,ajio,267.89,458.6,0.2,0.8,430.56
231,samsung,114.97,458.6,0.2,0.8,430.56
231,ajio,23.25,458.6,0.2,0.8,430.56
232,amazon,822.19,625.91,0.3,0.7,417.53
232,puma,245.32,625.91,0.3,0.7,417.53
232,amazon,68.65,625.91,0.3,0.7,417.53
232,trends,333.05,625.91,0.3,0.7,417.53
232,adidas,35.87,625.91,0.3,0.7,417.53
232,amazon,580.82,625.91,0.3,0.7,417.53
232,trends,10.73,625.91,0.3,0.7,417.53
232,adidas,1198.74,625.91,0.3,0.7,417.53
232,trends,2613.13,625.91,0.3,0.7,417.53
232,adidas,350.59,625.91,0.3,0.7,417.53
233,amazon,13.02,1198.45,0.4,0.6,571.77
233,puma,3020.26,1198.45,0.4,0.6,571.77
233,amazon,119.84,1198.45,0.4,0.6,571.77
233,adidas,2683.08,1198.45,0.4,0.6,571.77
233,samsung,1012.53,1198.45,0.4,0.6,571.77
233,trends,261.43,1198.45,0.4,0.6,571.77
233,puma,911.73,1198.45,0.4,0.6,571.77
233,ajio,2135.54,1198.45,0.4,0.6,571.77
233,amazon,546.06,1198.45,0.4,0.6,571.77
233,amazon,1281.01,1198.45,0.4,0.6,571.77
234,amazon,1483.27,1759.31,0.2,0.8,614.36
234,trends,3006.12,1759.31,0.2,0.8,614.36
234,adidas,501.01,1759.31,0.2,0.8,614.36
234,puma,338.36,1759.31,0.2,0.8,614.36
234,adidas,1369.49,1759.31,0.2,0.8,614.36
234,trends,3878.55,1759.31,0.2,0.8,614.36
234,trends,1272.03,1759.31,0.2,0.8,614.36
234,ajio,178.66,1759.31,0.2,0.8,614.36
234,puma,4332.49,1759.31,0.2,0.8,614.36
234,amazon,1233.13,1759.31,0.2,0.8,614.36
235,samsung,649.44,1371.72,0.0,1.0,522.93
235,adidas,2190.91,1371.72,0.0,1.0,522.93
235,trends,1163.43,1371.72,0.0,1.0,522.93
235,samsung,3592.03,1371.72,0.0,1.0,522.93
235,samsung,176.66,1371.72,0.0,1.0,522.93
235,trends,1091.27,1371.72,0.0,1.0,522.93
235,trends,490.04,1371.72,0.0,1.0,522.93
235,ajio,1555.47,1371.72,0.0,1.0,522.93
235,trends,1317.05,1371.72,0.0,1.0,522.93
235,adidas,1490.89,1371.72,0.0,1.0,522.93
236,ajio,979.33,742.73,0.0,1.0,470.71
236,samsung,959.5,742.73,0.0,1.0,470.71
236,samsung,301.71,742.73,0.0,1.0,470.71
236,adidas,1275.77,742.73,0.0,1.0,470.71
236,trends,131.78,742.73,0.0,1.0,470.71
236,puma,36.31,742.73,0.0,1.0,470.71
236,samsung,2003.67,742.73,0.0,1.0,470.71
236,samsung,1202.56,742.73,0.0,1.0,470.71
236,trends,78.86,742.73,0.0,1.0,470.71
236,samsung,457.82,742.73,0.0,1.0,470.71
237,samsung,913.84,652.6,0.1,0.9,457.97
237,adidas,1117.23,652.6,0.1,0.9,457.97
237,samsung,19.69,652.6,0.1,0.9,457.97
237,ajio,790.41,652.6,0.1,0.9,457.97
237,ajio,773.21,652.6,0.1,0.9,457.97
237,trends,182.79,652.6,0.1,0.9,457.97
237,adidas,484.34,652.6,0.1,0.9,457.97
237,ajio,734.61,652.6,0.1,0.9,457.97
237,adidas,33.79,652.6,0.1,0.9,457.97
237,amazon,1476.09,652.6,0.1,0.9,457.97
238,puma,60.51,510.27,0.1,0.9,474.53
238,samsung,738.15,510.27,0.1,0.9,474.53
238,adidas,766.14,510.27,0.1,0.9,474.53
238,amazon,546.64,510.27,0.1,0.9,474.53
238,ajio,161.12,510.27,0.1,0.9,474.53
238,samsung,692.1,510.27,0.1,0.9,474.53
238,ajio,1105.47,510.27,0.1,0.9,474.53
238,ajio,145.25,510.27,0.1,0.9,474.53
238,trends,60.33,510.27,0.1,0.9,474.53
238,adidas,827.0,510.27,0.1,0.9,474.53
239,samsung,5500.75,1389.44,0.2,0.8,598.76
239,adidas,860.08,1389.44,0.2,0.8,598.76
239,ajio,2343.51,1389.44,0.2,0.8,598.76
239,trends,371.68,1389.44,0.2,0.8,598.76
239,puma,1086.99,1389.44,0.2,0.8,598.76
239,ajio,1156.84,1389.44,0.2,0.8,598.76
239,amazon,603.56,1389.44,0.2,0.8,598.76
239,amazon,1019.54,1389.44,0.2,0.8,598.76
239,puma,726.52,1389.44,0.2,0.8,598.76
239,puma,224.94,1389.44,0.2,0.8,598.76
240,ajio,4750.5,1596.62,0.3,0.7,591.37
240,samsung,1086.58,1596.62,0.3,0.7,591.37
240,ajio,64.27,1596.62,0.3,0.7,591.37
240,puma,57.72,1596.62,0.3,0.7,591.37
240,ajio,379.65,1596.62,0.3,0.7,591.37
240,adidas,759.25,1596.62,0.3,0.7,591.37
240,amazon,2517.73,1596.62,0.3,0.7,591.37
240,adidas,1861.51,1596.62,0.3,0.7,591.37
240,amazon,3730.9,1596.62,0.3,0.7,591.37
240,amazon,758.08,1596.62,0.3,0.7,591.37
241,ajio,178.68,1766.94,0.1,0.9,578.77
241,samsung,1237.19,1766.94,0.1,0.9,578.77
241,trends,556.22,1766.94,0.1,0.9,578.77
241,ajio,3799.39,1766.94,0.1,0.9,578.77
241,samsung,1689.33,1766.94,0.1,0.9,578.77
241,samsung,1075.95,1766.94,0.1,0.9,578.77
241,amazon,1918.11,1766.94,0.1,0.9,578.77
241,ajio,4243.09,1766.94,0.1,0.9,578.77
241,trends,2132.4,1766.94,0.1,0.9,578.77
241,ajio,839.06,1766.94,0.1,0.9,578.77
242,samsung,1870.11,1730.11,0.2,0.8,610.24
242,samsung,1761.28,1730.11,0.2,0.8,610.24
242,samsung,317.49,1730.11,0.2,0.8,610.24
242,amazon,2205.42,1730.11,0.2,0.8,610.24
242,amazon,2792.56,1730.11,0.2,0.8,610.24
242,samsung,1229.5,1730.11,0.2,0.8,610.24
242,adidas,1789.69,1730.11,0.2,0.8,610.24
242,ajio,446.53,1730.11,0.2,0.8,610.24
242,ajio,2678.58,1730.11,0.2,0.8,610.24
242,trends,2209.94,1730.11,0.2,0.8,610.24
243,samsung,44.9,492.07,0.3,0.7,398.62
243,samsung,94.27,492.07,0.3,0.7,398.62
243,samsung,978.67,492.07,0.3,0.7,398.62
243,ajio,1613.99,492.07,0.3,0.7,398.62
243,amazon,270.87,492.07,0.3,0.7,398.62
243,amazon,393.87,492.07,0.3,0.7,398.62
243,ajio,50.93,492.07,0.3,0.7,398.62
243,amazon,269.14,492.07,0.3,0.7,398.62
243,puma,109.1,492.07,0.3,0.7,398.62
243,puma,1094.96,492.07,0.3,0.7,398.62
244,trends,174.96,437.75,0.2,0.8,464.28
244,adidas,1165.64,437.75,0.2,0.8,464.28
244,ajio,119.45,437.75,0.2,0.8,464.28
244,amazon,486.99,437.75,0.2,0.8,464.28
244,ajio,498.55,437.75,0.2,0.8,464.28
244,amazon,795.09,437.75,0.2,0.8,464.28
244,puma,136.95,437.75,0.2,0.8,464.28
244,samsung,546.52,437.75,0.2,0.8,464.28
244,samsung,241.72,437.75,0.2,0.8,464.28
244,trends,211.65,437.75,0.2,0.8,464.28
245,adidas,1378.36,1222.22,0.1,0.9,575.13
245,ajio,2272.17,1222.22,0.1,0.9,575.13
245,ajio,980.37,1222.22,0.1,0.9,575.13
245,trends,372.81,1222.22,0.1,0.9,575.13
245,trends,204.57,1222.22,0.1,0.9,575.13
245,puma,1493.94,1222.22,0.1,0.9,575.13
245,amazon,2329.65,1222.22,0.1,0.9,575.13
245,trends,858.34,1222.22,0.1,0.9,575.13
245,samsung,415.45,1222.22,0.1,0.9,575.13
245,adidas,1916.52,1222.22,0.1,0.9,575.13
246,adidas,66.52,1065.26,0.1,0.9,552.95
246,ajio,1236.73,1065.26,0.1,0.9,552.95
246,trends,881.06,1065.26,0.1,0.9,552.95
246,trends,333.91,1065.26,0.1,0.9,552.95
246,amazon,574.49,1065.26,0.1,0.9,552.95
246,puma,954.3,1065.26,0.1,0.9,552.95
246,trends,634.82,1065.26,0.1,0.9,552.95
246,samsung,4620.46,1065.26,0.1,0.9,552.95
246,samsung,1030.91,1065.26,0.1,0.9,552.95
246,trends,319.39,1065.26,0.1,0.9,552.95
247,adidas,887.96,1133.82,0.3,0.7,525.97
247,amazon,1755.86,1133.82,0.3,0.7,525.97
247,ajio,89.05,1133.82,0.3,0.7,525.97
247,ajio,6355.34,1133.82,0.3,0.7,525.97
247,adidas,66.2,1133.82,0.3,0.7,525.97
247,trends,204.84,1133.82,0.3,0.7,525.97
247,puma,700.48,1133.82,0.3,0.7,525.97
247,amazon,174.91,1133.82,0.3,0.7,525.97
247,adidas,1089.25,1133.82,0.3,0.7,525.97
247,amazon,14.3,1133.82,0.3,0.7,525.97
248,amazon,205.57,463.7,0.3,0.7,431.28
248,ajio,209.66,463.7,0.3,0.7,431.28
248,puma,33.72,463.7,0.3,0.7,431.28
248,puma,376.57,463.7,0.3,0.7,431.28
248,samsung,305.54,463.7,0.3,0.7,431.28
248,samsung,743.05,463.7,0.3,0.7,431.28
248,adidas,772.34,463.7,0.3,0.7,431.28
248,adidas,1545.81,463.7,0.3,0.7,431.28
248,amazon,408.43,463.7,0.3,0.7,431.28
248,amazon,36.3,463.7,0.3,0.7,431.28
249,ajio,143.21,288.75,0.2,0.8,406.56
249,samsung,71.74,288.75,0.2,0.8,406.56
249,adidas,38.72,288.75,0.2,0.8,406.56
249,trends,409.57,288.75,0.2,0.8,406.56
249,trends,347.27,288.75,0.2,0.8,406.56
249,adidas,744.77,288.75,0.2,0.8,406.56
249,ajio,185.94,288.75,0.2,0.8,406.56
249,amazon,808.33,288.75,0.2,0.8,406.56
249,ajio,32.8,288.75,0.2,0.8,406.56
249,amazon,105.16,288.75,0.2,0.8,406.56
250,puma,1176.18,1336.11,0.2,0.8,554.56
250,ajio,2364.01,1336.11,0.2,0.8,554.56
250,puma,2081.62,1336.11,0.2,0.8,554.56
250,adidas,3450.66,1336.11,0.2,0.8,554.56
250,amazon,154.68,1336.11,0.2,0.8,554.56
250,trends,601.73,1336.11,0.2,0.8,554.56
250,ajio,409.7,1336.11,0.2,0.8,554.56
250,adidas,266.95,1336.11,0.2,0.8,554.56
250,puma,333.28,1336.11,0.2,0.8,554.56
250,amazon,2522.29,1336.11,0.2,0.8,554.56
251,ajio,202.57,208.46,0.2,0.8,358.54
251,adidas,159.9,208.46,0.2,0.8,358.54
251,adidas,318.39,208.46,0.2,0.8,358.54
251,amazon,28.39,208.46,0.2,0.8,358.54
251,adidas,202.11,208.46,0.2,0.8,358.54
251,adidas,137.87,208.46,0.2,0.8,358.54
251,puma,148.11,208.46,0.2,0.8,358.54
251,puma,645.22,208.46,0.2,0.8,358.54
251,amazon,203.41,208.46,0.2,0.8,358.54
251,adidas,38.62,208.46,0.2,0.8,358.54
252,ajio,100.88,227.5,0.3,0.7,434.57
252,samsung,458.31,227.5,0.3,0.7,434.57
252,adidas,99.14,227.5,0.3,0.7,434.57
252,amazon,252.31,227.5,0.3,0.7,434.57
252,amazon,219.71,227.5,0.3,0.7,434.57
252,trends,60.08,227.5,0.3,0.7,434.57
252,amazon,204.92,227.5,0.3,0.7,434.57
252,trends,230.8,227.5,0.3,0.7,434.57
252,samsung,226.17,227.5,0.3,0.7,434.57
252,puma,422.68,227.5,0.3,0.7,434.57
253,samsung,1399.1,1249.96,0.1,0.9,542.39
